customer_id,machine_id,base_lat,base_lon
CUST001,MCH0010001,-24.464113545330875,145.93678698888954
CUST001,MCH0010002,-18.906587375223673,119.10562491085649
CUST001,MCH0010003,-12.924119439809747,142.5160035398614
CUST001,MCH0010004,-16.999617436545492,120.29678850691165
CUST001,MCH0010005,-24.216702335245305,128.8150106505636
CUST001,MCH0010006,-13.974552739755058,138.39966571483131
CUST001,MCH0010007,-16.210625314677156,131.36383837883932
CUST001,MCH0010008,-29.014367481627296,135.2659260242558
CUST001,MCH0010009,-32.52792899376023,144.84985413693963
CUST001,MCH0010010,-20.319215418875604,142.40887967699663
CUST001,MCH0010011,-26.277691685207827,149.8715006562611
CUST001,MCH0010012,-14.697895891572749,143.12126074728906
CUST001,MCH0010013,-29.715267781182696,132.1819072308189
CUST001,MCH0010014,-32.95821903557458,121.21556117157093
CUST001,MCH0010015,-19.214447505287225,141.94115167236438
CUST001,MCH0010016,-13.098540752664483,127.23647007064913
CUST001,MCH0010017,-25.935116320250316,132.28140897578086
CUST001,MCH0010018,-29.826365779687855,120.36024483727505
CUST001,MCH0010019,-23.672344086142424,123.76451815168603
CUST001,MCH0010020,-19.498999114326026,131.1440323524188
CUST001,MCH0010021,-15.997418784756494,140.37930508027895
CUST001,MCH0010022,-27.184117210286114,145.01231902897155
CUST001,MCH0010023,-16.59756631381876,129.40049110395913
CUST001,MCH0010024,-27.70094576549975,139.75559218952165
CUST001,MCH0010025,-30.89532160239984,122.8167779068763
CUST001,MCH0010026,-33.74171120035338,143.42104565032506
CUST001,MCH0010027,-19.605706583271306,140.55130478978435
CUST002,MCH0020001,-17.11432583302769,131.90794372139572
CUST002,MCH0020002,-21.672064287012784,120.70687463428078
CUST002,MCH0020003,-31.43760341897657,139.26094395884556
CUST002,MCH0020004,-23.771431567922647,135.63978733748974
CUST002,MCH0020005,-17.45252456555545,138.07861303202074
CUST002,MCH0020006,-21.99804288585309,135.428171342164
CUST002,MCH0020007,-27.36507289165384,116.88170599333468
CUST002,MCH0020008,-24.51057613150421,123.33192201596547
CUST002,MCH0020009,-25.116634159920324,145.75444787171264
CUST002,MCH0020010,-28.870301053895172,117.84642623328621
CUST002,MCH0020011,-27.850246321527074,126.1051408976106
CUST002,MCH0020012,-19.668794933371757,135.35182854717888
CUST002,MCH0020013,-17.046188504212108,139.1174052654913
CUST002,MCH0020014,-25.16268247903848,144.3721155017778
CUST002,MCH0020015,-30.310082221984366,116.5971937669985
CUST002,MCH0020016,-31.963970993323702,141.1548132059354
CUST002,MCH0020017,-23.969639549595172,121.46063944407942
CUST002,MCH0020018,-23.127537335277683,121.14615480523221
CUST002,MCH0020019,-18.929111935828672,131.46008527264848
CUST002,MCH0020020,-25.708043638925623,126.38307432909046
CUST002,MCH0020021,-20.3489242479439,128.499622630424
CUST002,MCH0020022,-32.015526734703826,119.94200716443008
CUST002,MCH0020023,-13.219200212185434,147.691182243837
CUST002,MCH0020024,-18.856296623068882,125.13203564722913
CUST002,MCH0020025,-13.062707887023937,143.1341567291994
CUST002,MCH0020026,-18.486860933081594,131.572588725247
CUST002,MCH0020027,-28.04680642032908,119.18332277158783
CUST002,MCH0020028,-14.494048474307402,131.79774777315976
CUST002,MCH0020029,-29.549187656902546,126.5390775076879
CUST002,MCH0020030,-21.446779267749235,122.00472468116703
CUST002,MCH0020031,-15.482792892013926,142.42403549721587
CUST002,MCH0020032,-18.431546447054856,130.96646569610613
CUST002,MCH0020033,-20.412859924897468,136.301838708837
CUST002,MCH0020034,-19.92829806657137,118.76399567201011
CUST002,MCH0020035,-24.960140853331893,117.26065750255242
CUST002,MCH0020036,-23.279197386242842,127.37812855288077
CUST002,MCH0020037,-30.79272993937999,119.42944416706156
CUST002,MCH0020038,-21.265641698179188,121.7878131956447
CUST002,MCH0020039,-14.009917454898858,136.19524600348387
CUST002,MCH0020040,-26.442299202501,136.54113375099774
CUST002,MCH0020041,-33.4097167728615,149.44542838477474
CUST002,MCH0020042,-23.530476105727644,143.27400647648506
CUST002,MCH0020043,-32.12130500166757,132.88170741241942
CUST002,MCH0020044,-23.349799621377798,148.7177085696219
CUST002,MCH0020045,-21.607846873914376,132.4194779770991
CUST002,MCH0020046,-28.160023243524286,127.43807180672358
CUST002,MCH0020047,-22.705543346861937,131.20579225670713
CUST002,MCH0020048,-33.435340282572895,144.80284653922197
CUST003,MCH0030001,-30.884644586529866,135.24666863822063
CUST003,MCH0030002,-31.56562156558796,139.39562726569739
CUST003,MCH0030003,-27.85347364746132,138.94573447768576
CUST003,MCH0030004,-18.26961579283202,142.77952696630976
CUST003,MCH0030005,-31.58356966194822,147.95201576433004
CUST003,MCH0030006,-28.950399195760063,117.1131807217839
CUST003,MCH0030007,-21.970671908083105,128.8193721635716
CUST003,MCH0030008,-16.059520522653116,144.169626669457
CUST003,MCH0030009,-27.08151380431162,149.24676876694804
CUST003,MCH0030010,-27.64526647998745,133.8785052360332
CUST003,MCH0030011,-28.39675055279654,148.6551293087186
CUST003,MCH0030012,-30.36093192198661,117.37636274067074
CUST003,MCH0030013,-24.545413209934683,150.6323822983599
CUST003,MCH0030014,-14.72893877551935,142.0761414829389
CUST003,MCH0030015,-14.747961446111713,147.159977053395
CUST003,MCH0030016,-22.744545251691342,126.88910971926083
CUST003,MCH0030017,-17.301732709613756,139.0243103371884
CUST003,MCH0030018,-25.86635882921523,119.11578004895918
CUST003,MCH0030019,-17.84402335599594,125.01236410889256
CUST003,MCH0030020,-13.758517263523746,124.25806718269953
CUST003,MCH0030021,-31.26070445315305,144.9720547915842
CUST003,MCH0030022,-30.604387192573377,122.09231761633664
CUST003,MCH0030023,-21.013269982301864,146.497127633395
CUST003,MCH0030024,-29.676654687136676,126.69236091879333
CUST003,MCH0030025,-17.18579597781468,149.91110755473994
CUST004,MCH0040001,-23.13406449664964,120.8508023395489
CUST004,MCH0040002,-33.60036981427366,123.86092665295982
CUST004,MCH0040003,-31.065822317589795,139.5858194438113
CUST004,MCH0040004,-31.28060115048658,133.57218059988423
CUST004,MCH0040005,-18.97335763367794,136.19719298365368
CUST004,MCH0040006,-29.60482348930876,144.02477086899742
CUST004,MCH0040007,-18.518746713260263,141.7383385374355
CUST004,MCH0040008,-31.082258341517765,120.14375850812709
CUST004,MCH0040009,-13.957405153360085,129.75499460325543
CUST004,MCH0040010,-27.429603126709793,132.9492999918388
CUST004,MCH0040011,-19.648419425582976,149.34237632234866
CUST004,MCH0040012,-27.741406122035816,148.26077586885216
CUST004,MCH0040013,-33.36552093519549,135.28745128567155
CUST004,MCH0040014,-20.269535098856668,119.51699887165144
CUST004,MCH0040015,-30.882698663125876,130.51091260800226
CUST004,MCH0040016,-13.126013888921591,136.72109361852648
CUST004,MCH0040017,-13.840000735595456,144.03306813801527
CUST004,MCH0040018,-23.85129556656123,143.3451970687518
CUST004,MCH0040019,-33.51650914449476,119.63095428647729
CUST004,MCH0040020,-16.06728478002117,143.76827980021318
CUST004,MCH0040021,-28.898224047721676,134.4300126300268
CUST004,MCH0040022,-20.870659854949764,146.257637277538
CUST004,MCH0040023,-20.9331961172174,130.28126208150618
CUST004,MCH0040024,-25.855043066745573,130.7484612317102
CUST004,MCH0040025,-19.883482950030555,146.24892117450662
CUST004,MCH0040026,-24.141217035359553,124.49916865959267
CUST004,MCH0040027,-28.811759195552003,141.98510123654498
CUST004,MCH0040028,-16.343771586385927,119.49526060287978
CUST004,MCH0040029,-32.468984575463665,136.66462159785146
CUST004,MCH0040030,-30.757275249856985,144.7457130850176
CUST004,MCH0040031,-27.2278045106324,120.8499048472871
CUST004,MCH0040032,-14.09913484151982,121.61016346800827
CUST004,MCH0040033,-27.778518229734384,121.19183017124125
CUST004,MCH0040034,-31.416963631194868,116.54229537340905
CUST004,MCH0040035,-32.70899870296841,121.92991562984842
CUST004,MCH0040036,-32.75228844851573,136.5491479454951
CUST004,MCH0040037,-19.26463767381061,129.61642903480418
CUST004,MCH0040038,-27.063191415530937,133.50887091948027
CUST004,MCH0040039,-15.087393741955914,145.67472010145943
CUST004,MCH0040040,-32.96528616672497,122.170594176838
CUST004,MCH0040041,-28.809985271255485,124.55350391171064
CUST004,MCH0040042,-21.618497987530386,130.41081114218204
CUST004,MCH0040043,-32.84103642155673,128.91385625993095
CUST004,MCH0040044,-22.6393116025708,119.36868379192043
CUST004,MCH0040045,-15.980641093545966,117.62386151292516
CUST004,MCH0040046,-14.015899816111663,119.27887126945363
CUST004,MCH0040047,-15.763138540648313,147.48312535185937
CUST004,MCH0040048,-12.839230367388257,143.95110839760315
CUST004,MCH0040049,-17.141232873416428,138.35116298744373
CUST004,MCH0040050,-17.151578376570225,120.52278251530146
CUST004,MCH0040051,-22.3745372271258,133.84922274368355
CUST004,MCH0040052,-15.46219890136501,132.0442577323324
CUST005,MCH0050001,-20.14938966840213,125.15286244427969
CUST005,MCH0050002,-30.894979164489925,132.5734923182335
CUST005,MCH0050003,-24.93687857520997,123.96320491256347
CUST005,MCH0050004,-25.998496082524746,128.66037498890128
CUST005,MCH0050005,-26.85884536513027,129.1191891984152
CUST005,MCH0050006,-19.156518072697175,126.22036425745212
CUST005,MCH0050007,-13.49955457562018,147.96381548579006
CUST005,MCH0050008,-23.56042579154831,127.32547829566458
CUST005,MCH0050009,-22.38815201865493,145.5844731559542
CUST005,MCH0050010,-19.869372177957807,144.03415316094242
CUST005,MCH0050011,-22.446471064586582,138.0154087872935
CUST005,MCH0050012,-27.70465429507707,141.5947499970912
CUST005,MCH0050013,-29.548301247797056,140.1874143215293
CUST005,MCH0050014,-15.394540030993277,120.4368095892842
CUST005,MCH0050015,-20.690835578348725,119.1378607628707
CUST005,MCH0050016,-18.29711399216432,118.76571198070556
CUST005,MCH0050017,-13.777293811936538,120.62301834432685
CUST005,MCH0050018,-13.28407471295477,143.9110345805869
